Date,Sector,Open,High,Low,Close,Volume
2023-02-08,NIFTY REALTY,411.6000061035156,413.20001220703125,406.75,411.6499938964844,92200
2023-02-09,NIFTY AUTO,13244.75,13246.0498046875,13133.5498046875,13187.849609375,465100
2023-02-09,NIFTY BANK,41634.0,41634.0,41252.94921875,41554.30078125,142900
2023-02-09,NIFTY ENERGY,22506.80078125,22559.69921875,22329.05078125,22499.75,535900
2023-02-09,NIFTY FMCG,45776.3515625,46012.1015625,45614.19921875,45671.25,19300
2023-02-09,NIFTY IT,30769.80078125,31012.94921875,30665.44921875,30990.849609375,15900
2023-02-09,NIFTY METAL,5990.85009765625,5992.2001953125,5776.39990234375,5880.7001953125,1290100
2023-02-09,NIFTY PHARMA,12246.25,12463.650390625,12246.25,12302.5,14077900
2023-02-09,NIFTY PSU BANK,3913.0,3920.199951171875,3844.300048828125,3903.550048828125,1551300
2023-02-09,NIFTY REALTY,414.04998779296875,414.3500061035156,408.04998779296875,409.25,91700
2023-02-10,NIFTY AUTO,13198.4501953125,13264.900390625,13153.7998046875,13235.0498046875,471400
2023-02-10,NIFTY BANK,41452.3984375,41678.8984375,41424.8984375,41559.3984375,155000
2023-02-10,NIFTY ENERGY,22365.400390625,22391.44921875,22242.099609375,22325.849609375,537800
2023-02-10,NIFTY FMCG,45521.1015625,45716.1015625,45303.3984375,45488.1015625,19200
2023-02-10,NIFTY IT,30839.25,30900.150390625,30636.400390625,30870.19921875,13800
2023-02-10,NIFTY METAL,5808.4501953125,5873.0,5753.5,5773.60009765625,1079000
2023-02-10,NIFTY PHARMA,12293.7001953125,12347.150390625,12207.4501953125,12327.0,23504700
2023-02-10,NIFTY PSU BANK,3888.60009765625,3993.10009765625,3885.050048828125,3919.5,2513100
2023-02-10,NIFTY REALTY,407.6000061035156,415.3500061035156,405.45001220703125,414.79998779296875,156600
2023-02-13,NIFTY AUTO,13224.599609375,13287.7001953125,13074.150390625,13154.349609375,371400
2023-02-13,NIFTY BANK,41563.5,41662.55078125,41157.8984375,41282.19921875,147000
2023-02-13,NIFTY ENERGY,22248.05078125,22322.150390625,22160.19921875,22258.94921875,476600
2023-02-13,NIFTY FMCG,45477.80078125,45590.5,45255.69921875,45508.3984375,17100
2023-02-13,NIFTY IT,30790.19921875,30792.849609375,30238.05078125,30289.650390625,20400
2023-02-13,NIFTY METAL,5772.4501953125,5850.7998046875,5682.5498046875,5704.75,1165800
2023-02-13,NIFTY PHARMA,12347.7001953125,12373.599609375,12221.5498046875,12268.099609375,22384000
2023-02-13,NIFTY PSU BANK,3927.449951171875,3941.85009765625,3810.60009765625,3820.75,1509100
2023-02-13,NIFTY REALTY,414.79998779296875,415.95001220703125,406.25,407.8500061035156,127300
2023-02-14,NIFTY AUTO,13184.9501953125,13220.150390625,13093.5498046875,13106.5498046875,359800
2023-02-14,NIFTY BANK,41410.44921875,41718.0,41195.75,41648.3515625,143100
2023-02-14,NIFTY ENERGY,22203.69921875,22295.69921875,22106.05078125,22273.849609375,501200
2023-02-14,NIFTY FMCG,45595.3984375,46078.69921875,45503.1015625,45976.94921875,37900
2023-02-14,NIFTY IT,30481.5,30759.44921875,30457.400390625,30588.75,16900
2023-02-14,NIFTY METAL,5739.10009765625,5824.25,5658.75,5762.85009765625,950000
2023-02-14,NIFTY PHARMA,12310.5498046875,12313.0,12209.849609375,12248.7998046875,19132000
2023-02-14,NIFTY PSU BANK,3835.699951171875,3881.199951171875,3775.39990234375,3860.35009765625,1471400
2023-02-14,NIFTY REALTY,406.29998779296875,406.6499938964844,398.70001220703125,400.3500061035156,440500
2023-02-15,NIFTY AUTO,13099.25,13246.2001953125,13087.400390625,13235.2001953125,404200
2023-02-15,NIFTY BANK,41674.6015625,41795.44921875,41455.6015625,41731.05078125,116300
2023-02-15,NIFTY ENERGY,22140.19921875,22380.75,22132.05078125,22349.150390625,650800
2023-02-15,NIFTY FMCG,45625.3515625,45845.69921875,45361.94921875,45799.19921875,21100
2023-02-15,NIFTY IT,30512.0,30959.30078125,30324.19921875,30934.349609375,17300
2023-02-15,NIFTY METAL,5767.5,5819.60009765625,5747.2998046875,5789.64990234375,825200
2023-02-15,NIFTY PHARMA,12221.150390625,12259.650390625,12135.2998046875,12237.099609375,16220500
2023-02-15,NIFTY PSU BANK,3848.25,3887.64990234375,3834.0,3878.800048828125,1057600
2023-02-15,NIFTY REALTY,398.8999938964844,406.20001220703125,398.70001220703125,405.54998779296875,189900
